paper_id,journal_name,extraction_status,article_type,publication_status,volume_text,volume_number,volume_year,section,title,publication_date,year,doi,url,abstract,authors_raw,n_authors,citations,citation_source,downloads,metric_used_as_downloads,keywords,topic_label,topic_source,topic_evidence,topic_score,topic_confidence,manual_topic_label,manual_topic_source,manual_topic_evidence,manual_topic_status,n_references
88,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Drug Discovery in Bioinformatics,NfκBin: a machine learning based method for screening TNF-α induced NF-κB inhibitors,2025-07-17,2025,10.3389/fbinf.2025.1573744,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1573744/full,"Introduction: Nuclear Factor kappa B (NF-κB) is a transcription factor whose upregulation is associated in chronic inflammatory diseases, including rheumatoid arthritis, inflammatory bowel disease, and asthma. In order to develop therapeutic strategies targeting NF-κB-related diseases, we developed a computational approach to predict drugs capable of inhibiting TNF-α induced NF-κB signaling pathways. Method: We utilized a dataset comprising 1,149 inhibitors and 1,332 non-inhibitors retrieved from PubChem. Chemical descriptors were computed using the PaDEL software, and relevant features were selected using advanced feature selection techniques. Result: Initially, machine learning models were constructed using 2D descriptors, 3D descriptors, and molecular fingerprints, achieving maximum AUC values of 0.66, 0.56, and 0.66, respectively. To improve feature selection, we applied univariate analysis and SVC-L1 regularization to identify features that can effectively differentiate inhibitors from non-inhibitors. Using these selected features, we developed machine learning models, our support vector classifier achieved a highest AUC of 0.75 on the validation dataset. Discussion: Finally, this best-performing model was employed to screen FDA-approved drugs for potential NF-κB inhibitors. Notably, most of the predicted inhibitors corresponded to drugs previously identified as inhibitors in experimental studies, underscoring the model’s predictive reliability. Our best-performing models have been integrated into a standalone software and web server, NfκBin. (https://webs.iiitd.edu.in/raghava/nfkbin/).","Jain, Shipra; Tomer, Ritu; Patiyal, Sumeet; Raghava, Gajendra P. S.",4,0,Crossref,3253,views_from_filtered_article_listing_2025,machine learning; high-throughput screening; NF-κB; nuclear factor kappa B; chemical descriptors; inhibitor prediction tool,Machine Learning,title,machine learning,3,alta,NA,NA,NA,NA,57
89,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Protein Bioinformatics,"Understanding the selectivity in silico of colistin and daptomycin toward gram-negative and gram-positive bacteria, respectively, from the interaction with membrane phospholipids",2025-07-17,2025,10.3389/fbinf.2025.1569480,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1569480/full,"Antimicrobial resistance is a significant public health concern worldwide. Currently, infections by antibiotic-resistant Gram-negative and Gram-positive bacteria are managed using the lipopeptide antibiotics colistin and daptomycin, which target the microbial membrane. Despite the fact that both are short, cyclic, and have a common acylated group, they display remarkable antimicrobial selectivity. Colistin exhibits activity only against gram-negative bacteria, while daptomycin only against gram-positive bacteria. However, the mechanism behind this selectivity is unclear. Here, we performed molecular dynamics simulations to study the interactions between [Escherichia coli] membrane models composed of 1-Palmitoyl-2-Oleoyl-sn-Glycero-3-Phosphoethanolamine (POPE)/1-Palmitoyl-2-Oleoyl-sn-Glycero-3-Phosphoglycerol (POPG) with daptomycin and colistin, independently. Similarly, we simulated the interaction between the [Staphyloccocus aureus] model membrane composed of POPG and cardiolipin (PMCL1) with both antibiotics. We observed that colistin interacted via hydrogen bonds and electrostatic interactions with the polar head of POPE in [E. coli] membrane models, mediated by 2,4-diaminobutyric acid (DAB) residues, which facilitated the insertion of its acyl tail into the hydrophobic core of the bilayer. In [S. aureus] membrane models, weaker interactions were observed with the polar head, particularly POPG, which was insufficient for the insertion of the lipid tail into the membrane. However, daptomycin displayed strong interactions with several POPG functional groups of the [S. aureus] membrane model, which favored the insertion of the fatty acid tail into the bilayer. Contrastingly, daptomycin showed negligible interactions with the [E. coli] membrane, except for the amino group of the POPE polar head, which might repel the calcium ions conjugated with the lipopeptide. Based on these results, we identified key amino acid-phospholipid interactions that likely contribute to this antibacterial selectivity, which might contribute to designing and developing future antimicrobial peptides.","Aristizabal, Yesid; Liscano, Yamil; Oñate-Garzón, José",3,3,Crossref,2610,views_from_filtered_article_listing_2025,molecular dynamics; colistin; daptomycin; bacteria selectivity; membrane models,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,55
90,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Protein Bioinformatics,Design of cross-reactive antigens with machine learning and high-throughput experimental evaluation,2025-07-16,2025,10.3389/fbinf.2025.1580967,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1580967/full,"Selecting an optimal antigen is a crucial step in vaccine development, significantly influencing both the vaccine’s effectiveness and the breadth of protection it provides. High antigen sequence variability, as seen in pathogens like rhinovirus, HIV, influenza virus, complicates the design of a single cross-protective antigen. Consequently, vaccination with a single antigen molecule often confers protection against only a single variant. In this study, machine learning methods were applied to the design of factor H binding protein (fHbp), an antigen from the bacterial pathogen [Neisseria meningitidis]. The vast number of potential antigen mutants presents a significant challenge for improving fHbp antigenicity. Moreover, limited data on antigen-antibody binding in public databases constrains the training of machine learning models. To address these challenges, we used computational models to predict fHbp properties and machine learning was applied to select both the most promising and informative mutants using a Gaussian process (GP) model. These mutants were experimentally evaluated to both confirm promising leads and refine the machine learning model for future iterations. In our current model, mutants were designed that enabled the transfer of fHbp v1.1 specific conformational epitopes onto fHbp v3.28, while maintaining binding to overlapping cross-reactive epitopes. The top mutant identified underwent biophysical and x-ray crystallographic characterization to confirm that the overall structure of fHbp was maintained throughout this epitope engineering experiment. The integrated strategy presented here could form the basis of a next-generation, iterative antigen design platform, potentially accelerating the development of new broadly protective vaccines.","Chesterman, Chelsy; Desautels, Thomas; Sierra, Luz-Jeannette; Arrildt, Kathryn T.; Zemla, Adam; Lau, Edmond Y.; Sundaram, Shivshankar; Laliberte, Jason; Chen, Lynn; Ruby, Aaron; Mednikov, Mark; Bertholet, Sylvie; Yu, Dong; Luisi, Kate; Malito, Enrico; Mallett, Corey P.; Bottomley, Matthew J.; van den Berg, Robert A.; Faissol, Daniel",19,0,Crossref,3345,views_from_filtered_article_listing_2025,vaccine; AI; antibody; Neisseria meningitidis; antigen; protein engineering; protein structure; ML,Machine Learning,title,machine learning,3,alta,NA,NA,NA,NA,66
91,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Integrative Bioinformatics,Using deep neural networks and LASSO regression to predict miRNA expression changes based on mRNA data,2025-07-08,2025,10.3389/fbinf.2025.1566162,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1566162/full,"Introduction: Since the rise of molecular high-throughput technologies, many diseases are now studied on multiple omics layers in parallel. Understanding the interplay between microRNAs (miRNA) and their target mRNAs is important to understand the molecular level of diseases. While much public data from mRNA experiments are available for many diseases, few paired datasets with both miRNA and mRNA expression profiles are available. This study aimed to assess the possibility of predicting miRNA expression data based on mRNA expression data, serving as a proof of principle that such cross-omics predictions are feasible. Furthermore, current research relies on target databases where information about miRNA–target relationships is provided based on experimental and computational studies. Methods: To make use of publicly available mRNA profiles, we investigate the ability of artificial deep neural networks and linear least absolute shrinkage and selection operator (LASSO) regression to predict unknown miRNA expression profiles. We evaluate the approach using seven paired miRNA/mRNA expression datasets, four from studies on West Nile virus infection in mouse tissues and three from human immunodeficiency virus (HIV) infection in human tissues. We assessed the performance of each model first by within-data evaluations and second by cross-study evaluations. Furthermore, we investigated whether data augmentation or separate models for data from diseased and non-diseased samples can improve the prediction performance. Results: In general, most settings achieved strong correlations at the Level of individual samples. In some datasets and settings, correlations of log-fold changes and p-values from differential expression analysis (DEA) between true and predicted miRNA profiles can be observed. Correlation between log fold changes could also be seen in a cross-study evaluation for the HIV datasets. Data augmentation consistently improved performance in neural networks, while its impact on LASSO models was not significant. Discussion: Overall, cross-omics prediction of expression profiles appears possible, even with some correlations on the Level of the differential expression analysis.","Böge, Franz Leonard; Zacharias, Helena U.; Becker, Stefanie C.; Jung, Klaus",4,0,Crossref,2395,views_from_filtered_article_listing_2025,multi-omics; microRNA; artificial neural networks; West Nile virus; human immunodeficiency virus; LASSO regularization,Machine Learning,title,neural networks,3,alta,NA,NA,NA,NA,47
92,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,RNA Bioinformatics,Comparative transcriptome analysis of different tissues of Hylomecon japonica provides new insights into the biosynthesis pathway of triterpenoid saponins,2025-07-07,2025,10.3389/fbinf.2025.1625145,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1625145/full,"Triterpenoid saponins are one of the main activities of roots and rhizomes of [Hylomecon japonica], with various pharmacological activities such as antibacterial, anticancer, and anti-inflammatory. To elucidate the biosynthesis pathway of triterpenoid saponins in [H. japonica], DNA nanoball sequencing technology was used to analyze the transcriptome of leaves, roots, and stems of [H. japonica]. Out of a total of 99,404 unigenes, 78,989 unigenes were annotated by seven major databases; 49 unigenes encoded 11 key enzymes in the biosynthesis pathway of triterpenoid saponins. Nine transcription factors were found to be involved in the metabolism of terpenoids and polyketides in [H]. [japonica] and a spatial structure model of squalene synthase in triterpenoid saponin biosynthesis was established. This study greatly enriched the transcriptome data of [H. japonica], which is helpful for further analysis of the functions and regulatory mechanisms of key enzymes in the biosynthesis pathway of triterpenoid saponins.","He, Bing; Xu, Teng; Xu, Shaowei; Fang, Huqiang; Yang, Qingshan",5,2,Crossref,1845,views_from_filtered_article_listing_2025,transcriptome sequencing; differentially expressed genes; triterpenoid saponins; Hylomecon japonica; squalene synthase,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,30
93,Frontiers in Bioinformatics,ok,TECHNOLOGY AND CODE article,published,5 - 2025,5,2025,Genomic Analysis,"GenoPath: a pipeline to infer tumor clone composition, mutational history, and metastatic cell migration events from tumor DNA sequencing data",2025-07-02,2025,10.3389/fbinf.2025.1615834,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1615834/full,"DNA sequencing technologies are widely used to study tumor evolution within a cancer patient. However, analyses require various computational methods, including those to infer clone sequences (genotypes of cancer cell populations), clone frequencies within each tumor sample, clone phylogeny, mutational tree, dynamics of mutational signatures, and metastatic cell migration events. Therefore, we developed GenoPath, a streamlined pipeline of existing tools to perform tumor evolution analysis. We also developed and added tools to visualize results to assist interpretation and derive biological insights. We have illustrated GenoPath’s utility through a case study of tumor evolution using metastatic prostate cancer data. By reducing computational barriers, GenoPath broadens access to tumor evolution analysis. The software is available at https://github.com/SayakaMiura/GP.","Tobin, Ryan M.; Singh, Shikha; Kumar, Sudhir; Miura, Sayaka",4,1,Crossref,2072,views_from_filtered_article_listing_2025,cancer; evolution; metastasis; tumor; sequencing; somatic mutation; phylogency; mutational process,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,37
94,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Genomic Analysis,"Long-read microbial genome assembly, gene prediction and functional annotation: a service of the MIRRI ERIC Italian node",2025-06-30,2025,10.3389/fbinf.2025.1632189,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1632189/full,"Background: Understanding the structure and function of microbial genomes is crucial for uncovering their ecological roles, evolutionary trajectories, and potential applications in health, biotechnology, agriculture, food production, and environmental science. However, genome reconstruction and annotation remain computationally demanding and technically complex. Results: We introduce a bioinformatics platform designed explicitly for long-read microbial sequencing data to address these challenges. Developed as a service of the Italian MIRRI ERIC node, the platform provides a comprehensive solution for analyzing both prokaryotic and eukaryotic genomes, from assembly to functional protein annotation. It integrates state-of-the-art tools (e.g., Canu, Flye, BRAKER3, Prokka, InterProScan) within a reproducible, scalable workflow built on the Common Workflow Language and accelerated through high-performance computing infrastructure. A user-friendly web interface ensures accessibility, even for non-specialists. Conclusion: Through case studies involving three environmentally and clinically significant microorganisms, we demonstrate the ability of the platform to produce reliable, biologically meaningful insights, positioning it as a valuable tool for routine genome analysis and advanced microbial research.","Contaldo, Sandro Gepiro; d’Acierno, Antonio; Bosio, Lorenzo; Venice, Francesco; Perottino, Elisa Li; Hoyos Rea, Janneth Estefania; Varese, Giovanna Cristina; Cordero, Francesca; Beccuti, Marco",9,1,Crossref,3294,views_from_filtered_article_listing_2025,functional annotation; reproducible analysis; genome assembly; gene prediction; HPC and cloud service,Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,33
95,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Integrative Bioinformatics,Identification of immune and major depressive disorder-related diagnostic markers for early nonalcoholic fatty liver disease by WGCNA and machine learning,2025-06-26,2025,10.3389/fbinf.2025.1594971,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1594971/full,"Background: Major depressive disorder (MDD) and nonalcoholic fatty liver disease (NAFLD) are highly prevalent conditions that exhibit significant pathophysiological overlap, particularly in metabolic and immune pathways. Objective: This study aims to bridge this gap by integrating transcriptomic data from publicly available repositories and advanced machine learning algorithms to identify novel biomarkers and construct a predictive model facilitates the provision of clinical psychological nursing interventions for early-stage NAFLD in MDD patients. Method: We systematically analyzed transcriptomic data of simple steatosis (SS), nonalcoholic steatohepatitis (NASH), and major depressive disorder (MDD) from GEO databases to construct and validate a diagnostic model. After removing batch effects, we identified differentially expressed genes (DEGs) that distinguished disease and control groups. We further applied Weighted Gene Co-expression Network Analysis (WGCNA) to identify immune-related genes in SS/NASH patients versus controls. The intersection of shared DEGs across both conditions and WGCNA-identified genes was determined and subjected to functional enrichment analysis. Immune cell infiltration levels were quantified using single-sample gene set enrichment analysis (ssGSEA). A predictive model for SS/NASH was developed by evaluating nine machine-learning algorithms with 10-fold cross-validation on the datasets. Results: Fourteen genes strongly linked to both the immune system and the two conditions were identified. Immune cell infiltration profiling revealed distinct immune landscapes in patients versus healthy controls. Moreover, an eight-gene signature was developed, demonstrating superior diagnostic accuracy in both testing and training cohorts. Notably, these eight genes were found to correlate with the severity of early-stage NAFLD. Conclusion: This study established a predictive model for early-stage NAFLD through the integration of bioinformatics and machine learning approaches, with a focus on immune- and MDD-related genes. The eight-gene signature identified in this study represents a novel diagnostic tool for precision medicine, enabling targeted psychological nursing intervention in comorbid populations.","Jia, Yuyun; Cao, Yanping; Yin, Qin; Li, Xueqian; Wen, Xiu",5,0,Crossref,3753,views_from_filtered_article_listing_2025,machine learning; major depressive disorder; nonalcoholic fatty liver disease; weighted gene co-expression network analysis; nonalcoholic steatohepatitis; simple steatosis; psychological nursing intervention,Machine Learning,title,machine learning,3,alta,NA,NA,NA,NA,54
96,Frontiers in Bioinformatics,ok,TECHNOLOGY AND CODE article,published,5 - 2025,5,2025,Data Visualization,ngx-mol-viewers: Angular components for interactive molecular visualization in bioinformatics,2025-06-26,2025,10.3389/fbinf.2025.1586744,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1586744/full,"Advancements in bioinformatics have been propelled by technologies like machine learning and have resulted in substantial increases in data generated from both empirical observations and computational models. Hence, well-known biological databases are growing in size and centrality by integrating data from different sources. While the primary goal of these databases is to collect and distribute data through application programming interfaces (APIs), providing visualization and analysis tools directly on the browser interface is crucial for users to understand the data, which increases the usefulness and overall impact of the databases. Currently, some front-end frameworks are available for the sustained development of the user interface (UI) and user experience (UX) of these resources. Angular is one of the most popular frameworks to be broadly adopted within the BioCompUP laboratory. This work describes a library of reusable and customizable components that can be easily integrated into the Angular framework to provide visualizations of various aspects of protein molecules, such as their sequences, structures, and annotations. Currently, the library includes three main independent components. The first is the ngx-structure-viewer, which allows visualization of molecules through the MolStar three-dimensional viewer. The second is the ngx-sequence-viewer, which provides visualization and annotation capabilities for a single sequence or multiple sequence alignments. The third the ngx-features-viewer, enables the mapping and visualization of various biological annotations onto the same molecule. All these tools are available for download through the Node Package Manager (NPM), and more information is available at https://biocomputingup.github.io/ngx-mol-viewers/ (under development).","Clementel, Damiano; Del Conte, Alessio; Monzon, Alexander Miguel; Tosatto, Silvio C. E.",4,0,Crossref,2074,views_from_filtered_article_listing_2025,bioinformatics; Angular; web components; biological visualization; typescript,Otros,NA,NA,NA,sin_evidencia_fuerte,Machine Learning,abstract,machine learning,revision_manual,18
97,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Protein Bioinformatics,In-silico molecular analysis and blocking of the viral G protein of Nipah virus interacting with ephrin B2 and B3 receptor by using peptide mass fingerprinting,2025-06-25,2025,10.3389/fbinf.2025.1526566,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1526566/full,"Introduction: The Nipah virus (NiV), a zoonotic paramyxovirus closely related to the Hendra virus, poses a significant global health threat due to its high mortality rate, zoonotic nature, and recurring outbreaks primarily in Malaysia, Bangladesh, and India. Infection with NiV leads to severe encephalitis and carries a case fatality rate ranging from 40% to 75%. The lack of a vaccine and limited understanding of NiV pathogenesis underscore the urgent need for effective therapeutics. This study focuses on identifying viral peptides of the Nipah virus using the peptide mass fingerprinting technique. This approach identified antiviral peptides acting as potent inhibitors, targeting the viral G-protein’s interaction with cellular ephrin-B2 and B3 receptors. These receptors are crucial for viral entry into host cells and subsequent pathogenesis. Methods: Identifying NiV viral peptides not only enhances our understanding of the virus’s structural and functional properties but also opens avenues for developing novel therapeutic strategies. By blocking the interaction between the viral G-protein and host receptors, these antiviral peptides offer promising prospects for drug development against NiV. Results and Discussion: Twenty-one peptides were identified using peptide mass fingerprinting. These peptides were then subjected to docking analysis with two antiviral peptides of the ephrin B2 receptor and a monoclonal antibody, demonstrating robust stability and binding affinity. These predicted peptides contribute to the broader field of virology by elucidating key aspects of NiV biology and paving the way for the development of targeted antiviral therapies. Future studies may further explore the therapeutic potential of these peptides and their application in combating other viral infections.","Sajjad, Ayesha; Haq, Ihteshamul; Syed, Rabia; Anwar, Faheem; Hamza, Muhammad; Musharaf, Muhammad; Kiani, Tehmina; Nouroz, Faisal",8,2,Crossref,3573,views_from_filtered_article_listing_2025,paramyxovirus; peptide mass fingerprinting; ephrin B2 and B3 receptor; viral g protein; nipah virus (NiV),Otros,NA,NA,NA,sin_evidencia_fuerte,NA,NA,NA,NA,72
98,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Integrative Bioinformatics,Integrated single-cell and bulk RNA dequencing to identify and validate prognostic genes related to T Cell senescence in acute myeloid leukemia,2025-06-25,2025,10.3389/fbinf.2025.1606284,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1606284/full,"Background: T-cell suppression in patients with Acute myeloid leukemia (AML) limits tumor cell clearance. This study aimed to explore the role of T-cell senescence-related genes in AML progression using single-cell RNA sequencing (scRNA-seq), bulk RNA sequencing (RNA-seq), and survival data of patients with AML in the TCGA database. Methods: The Uniform Manifold Approximation and Projection (UMAP) algorithm was used to identify different cell clusters in the GSE116256, and differentially expressed genes (DEGs) in T-cells were identified using the FindAllMarkers analysis. GSE114868 was used to identify DEGs in AML and control samples. Both were crossed with the CellAge database to identify aging-related genes. Univariate and multivariate regression analyses were performed to screen prognostic genes using the AML Cohort in The Cancer Genome Atlas (TCGA) Database (TCGA-LAML), and risk models were constructed to identify high-risk and low-risk patients. Line graphs showing the survival of patients with AML were created based on the independent prognostic factors, and Receiver Operating Characteristic Curve (ROC) curves were used to calculate the predictive accuracy of the line graph. GSE71014 was used to validate the prognostic ability of the risk score model. Tumor immune infiltration analysis was used to compare differences in tumor immune microenvironments between high- and low-risk AML groups. Finally, the expression levels of prognostic genes were verified using polymerase chain reaction (RT-qPCR). Results: 31 AMLDEGs associated with aging identified 4 prognostic genes (CALR, CDK6, HOXA9, and PARP1) by univariate, multivariate, and stepwise regression analyses with risk modeling The ROC curves suggested that the line graph based on the independent prognostic factors accurately predicted the 1-, 3-, and 5-year survival of patients with AML. Tumor immune infiltration analyses suggested significant differences in the tumor immune microenvironment between low- and high-risk groups. Prognostic genes showed strong binding activity to target drugs (IGF1R and ABT737). RT-qPCR verified that prognostic gene expression was consistent with the data prediction results. Conclusion: CALR, CDK6, HOXA9, and PARP1 predicted disease progression and prognosis in patients with AML. Based on these, we developed and validated a new AML risk model with great potential for predicting patients’ prognosis and survival.","Sha, Mengyao; Chen, Jun; Hou, Haifeng; Dou, Huaihui; Zhang, Yan",5,0,Crossref,3739,views_from_filtered_article_listing_2025,T cell; acute myeloid leukemia; single-cell RNA sequencing; cell senescence; prognostic risk model,Otros,NA,NA,NA,sin_evidencia_fuerte,Estadistica,abstract,regression,revision_manual,60
99,Frontiers in Bioinformatics,ok,EDITORIAL article,published,5 - 2025,5,2025,Genomic Analysis,Editorial: Expert opinions in genomic analysis,2025-06-19,2025,10.3389/fbinf.2025.1641083,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1641083/full,"The issue is wrapped up with two papers on Standards in Genomics, a topic that is becoming increasingly important, as the number of genomic and metagenomic d...","Setubal, João C.; Paccanaro, Alberto",2,0,Crossref,1222,views_from_filtered_article_listing_2025,microbiome; genomics; standards; large language models (LLM); protein design; data reuse; RNA structure prediction,IA Generativa,keywords,large language models,3,alta,NA,NA,NA,NA,4
100,Frontiers in Bioinformatics,ok,BRIEF RESEARCH REPORT article,published,5 - 2025,5,2025,Genomic Analysis,ICARus: a pipeline to extract robust gene expression signatures from transcriptome datasets,2025-06-19,2025,10.3389/fbinf.2025.1604418,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1604418/full,"Gene signature extraction from transcriptomics datasets has been instrumental to identify sets of co-regulated genes, identify associations with prognosis, and for biomarker discovery. Independent component analysis (ICA) is a powerful tool to extract such signatures to uncover hidden patterns in complex data and identify coherent gene sets. The ICARus package offers a robust pipeline to perform ICA on transcriptome datasets. While other packages perform ICA using one value of the main parameter (i.e., the number of signatures), ICARus identifies a range of near-optimal parameter values, iterates through these values, and assesses the robustness and reproducibility of the signature components identified. To test the performance of ICARus, we analyzed transcriptome datasets obtained from COVID-19 patients with different outcomes and from lung adenocarcinoma. We identified several reproducible gene expression signatures significantly associated with prognosis, temporal patterns, and cell type composition. The GSEA of these signatures matched findings from previous clinical studies and revealed potentially new biological mechanisms. ICARus with a vignette is available on Github https://github.com/Zha0rong/ICArus.","Li, Zhaorong; Fuxman Bass, Juan I.",2,0,Crossref,2599,views_from_filtered_article_listing_2025,machine learning; robustness; transcriptomics; independent component analysis; signatures,Machine Learning,keywords,machine learning,3,alta,NA,NA,NA,NA,35
101,Frontiers in Bioinformatics,ok,METHODS article,published,5 - 2025,5,2025,Genomic Analysis,Enhancing genomic prediction in Arabidopsis thaliana with optimized SNP subset by leveraging gene ontology priors and bin-based combinatorial optimization,2025-06-18,2025,10.3389/fbinf.2025.1607119,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1607119/full,"With the rapid development of high-density molecular marker chips and high-throughput sequencing technologies, genomic selection/prediction (GS/GP) has been widely applied in plant breeding. [Arabidopsis thaliana], as a common model organism, provides important resources for dissecting genetic variation and evolutionary mechanisms of complex traits. Quantitative traits are typically influenced by multiple minor-effect genes, which are often functionally related and can be enriched within gene ontology (GO) pathways. However, optimizing marker subsets associated with these pathways to enhance GP performance remains challenging. In this study, we propose an improved GS framework called binGO-GS by integrating GO-based biological priors with a novel bin-based combinatorial SNP subset selection strategy. We evaluated the performance of binGO-GS on nine quantitative traits from two [A. thaliana] datasets, comprising nearly 1,000 samples and over 1.8 million SNPs. Compared with using either the full marker set or randomly selected markers with Genomic BLUP (GBLUP), binGO-GS achieved statistically significant improvements in prediction accuracy across all traits. Similar improvements were observed across six additional regression models when applying binGO-GS instead of the full marker set. Furthermore, the selected markers for identical or similar morphological traits exhibited consistent patterns in quantity and genomic distribution, supporting the polygenic model of complex quantitative traits driven by minor-effect genes. Taken together, binGO-GS offers a powerful and interpretable approach to enhance GS performance, providing a methodological reference for accelerating plant breeding and germplasm innovation.","Ba, Qingfang; Zhou, Heng; Yuan, Zheming; Dai, Zhijun",4,0,Crossref,1873,views_from_filtered_article_listing_2025,SNP; gene ontology; Arabidopsis thaliana; genomic selection/prediction; subset selection; biological priors,Otros,NA,NA,NA,sin_evidencia_fuerte,Estadistica,abstract,regression,revision_manual,44
102,Frontiers in Bioinformatics,ok,ORIGINAL RESEARCH article,published,5 - 2025,5,2025,Integrative Bioinformatics,Temporal GeneTerrain: advancing precision medicine through dynamic gene expression visualization,2025-06-18,2025,10.3389/fbinf.2025.1602850,https://www.frontiersin.org/journals/bioinformatics/articles/10.3389/fbinf.2025.1602850/full,"Introduction: Understanding the temporal dynamics of gene expression is vital for interpreting biological responses, especially in drug treatment studies. Conventional visualization techniques, such as heatmaps and static clustering, often fail to effectively capture these temporal dynamics, particularly when analyzing large-scale multidimensional datasets. These traditional methods tend to obscure fine-grained temporal transitions, resulting in overcrowded visualizations, diminished clarity, and limited interpretability of biologically significant patterns. Methods: To address these visualization challenges, we introduce Temporal GeneTerrain, an advanced method designed to represent dynamic changes in gene expression over time. We applied Temporal GeneTerrain to compare transcriptomic perturbations induced by mefloquine (M), tamoxifen (T), and withaferin A (W), both individually and in all-pairwise and triple combinations (TM, TW, MW, and TMW), in LNCaP prostate cancer cells using the GSE149428 dataset (0, 3, 6, 9, 12, and 24 h). Expression values were first Z-score normalized, and the 1,000 most variably expressed genes were selected. To ensure coordinated temporal dynamics, we calculated Pearson correlation coefficients among these genes and retained those with r ≥ 0.5, resulting in 999 strongly co-expressed candidates. We then constructed a protein-protein interaction network for these genes and embedded it in two dimensions using the Kamada-Kawai force-directed algorithm. Finally, for each time point and treatment, we mapped the normalized expression values of the corresponding genes onto the fixed Kamada-Kawai layout as Gaussian density fields (σ = 0.03), generating a distinct Temporal GeneTerrain map for each time-condition combination. Results: The application of Temporal GeneTerrain revealed intricate temporal shifts in gene expression, particularly unveiling delayed responses in pathways such as NGF-stimulated transcription and the unfolded protein response under combined drug treatments. Compared to traditional heatmap visualizations, Temporal GeneTerrain significantly improved both resolution and interpretability, effectively capturing gene expression patterns’ multidimensional and transient nature. This enhancement provides a solid foundation for further research and analysis, assuring the scientific community of the method’s reliability. Discussion: Temporal GeneTerrain addresses the limitations of traditional visualization methods by offering an intuitive and detailed representation of gene expression dynamics. Compared to other approaches, such as heatmaps and static clustering, Temporal GeneTerrain uniquely captures the transient nature of gene expression patterns. This method significantly enhances the interpretability of complex biological datasets, thereby supporting informed decision-making in biological research and therapeutic development.","Saghapour, Ehsan; Sharma, Rahul; Hossain, Delower; Song, Kevin; Sembay, Zhandos; Chen, Jake Y.",6,0,Crossref,3622,views_from_filtered_article_listing_2025,gene expression; drug screening; data visualization; bioinformatics; precision medicine; cancer cell lines,Otros,NA,NA,NA,sin_evidencia_fuerte,Estadistica,abstract,clustering,revision_manual,45
